candidate_id,sent_global_idx,sentence_text,claim_text
SBV2-ALL92-G003-SUPPORTED,2,"Inspired by this perspective, Zhou et al. proposed Nexus , a noisedecoupled diffusion framework that introduces independent yet structured noise states and a noise-aware scheduling mechanism, enabling dynamic scene updates and real-time adaptation to environmental changes for more stable and realistic closed-loop multi-agent traffic simulation.",nuPlan-R presents a reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the nuPlan evaluation framework.
SBV2-ALL92-G003-SUPPORTED,3,"Building upon these insights, we integrate noise-decoupled diffusionbased reactive agents into the nuPlan framework, replacing conventional rule-b",nuPlan-R presents a reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the nuPlan evaluation framework.
SBV2-ALL92-G003-SUPPORTED,4,realistic and fair evaluation of autonomous driving planners.,nuPlan-R presents a reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the nuPlan evaluation framework.
SBV2-ALL92-G003-SUPPORTED,5,"Our learning-based reactive agents are seamlessly integrated into the nuPlan simulation framework as configurable components, replacing rule-based IDM agents with diffusion-based reactive models following the Nexus architecture .",nuPlan-R presents a reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the nuPlan evaluation framework.
SBV2-ALL92-G003-SUPPORTED,6,"To further improve simulation efficiency, we introduce an interaction-aware agent selection mechanism that focuses on agents most relevant to the ego vehicle.",nuPlan-R presents a reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the nuPlan evaluation framework.
SBV2-ALL92-G003-SUPPORTED,7,"Moreover, we extend the benchmark with t",nuPlan-R presents a reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the nuPlan evaluation framework.
SBV2-ALL92-G003-SUPPORTED,8,benchmark for closed-loop planning evaluation.,nuPlan-R presents a reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the nuPlan evaluation framework.
SBV2-ALL92-G003-SUPPORTED,9,"In summary, the main contributions of this paper include: • We propose nuPlan-R, a new reactive closed-loop planning benchmark that seamlessly integrates learningbased reactive agents and an interaction-aware agent arXiv:2511.10403v1 [cs.RO] 13 Nov 2025",nuPlan-R presents a reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the nuPlan evaluation framework.
SBV2-ALL92-G003-SUPPORTED,10,"in complex scenarios such as junctions, IDM often behave non-cooperatively, producing unrealistic and unsafe interactions that deviate from natural human driving.",nuPlan-R presents a reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the nuPlan evaluation framework.
SBV2-ALL92-G003-SUPPORTED,11,"Consequently, current benchmarks struggle to assess how planners perform in complex, dynamic, and interactive scenarios.",nuPlan-R presents a reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the nuPlan evaluation framework.
SBV2-ALL92-G003-SUPPORTED,12,"Recently, learning-based multi-agent traffic simulation has made notable progress toward improving realism and stability in closed-loop settings.",nuPlan-R presents a reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the nuPlan evaluation framework.
SBV2-ALL92-G003-SUPPORTED,13,Diffusion Forcing presents a unified perspective that bridges au,nuPlan-R presents a reactive closed-loop planning benchmark that integrates learning-based reactive multi-agent simulation into the nuPlan evaluation framework.
SBV2-ALL92-G004-CONTRA,0,"Experimental Setup All experiments are conducted on a desktop PC with an Intel Core i9-12900KS CPU, 32 GB RAM, and an NVIDIA GeForce RTX 3090 Ti GPU, running in a Docker container with Ubuntu 22.04, ROS 2 Humble, and Autoware.","The benchmark experiments run on an AMD Ryzen workstation, 16 GB RAM, an NVIDIA RTX 2080 GPU, and Windows-based simulation software."
SBV2-ALL92-G004-CONTRA,1,The modular planner uses ONNX Runtime 1.23 with the CPU execution provider; the original monolithic planner uses TensorRT with the 68 MB engine file on GPU.,"The benchmark experiments run on an AMD Ryzen workstation, 16 GB RAM, an NVIDIA RTX 2080 GPU, and Windows-based simulation software."
SBV2-ALL92-G004-CONTRA,2,Both planners are benchmarked on the same machine; the CPU-based comparison i,"The benchmark experiments run on an AMD Ryzen workstation, 16 GB RAM, an NVIDIA RTX 2080 GPU, and Windows-based simulation software."
SBV2-ALL92-G004-CONTRA,3,hyperparam_search Hyperparameter tuning - plotting_scripts Scripts used for visualizations Sections 4.1 and G.1 Parameterization.,"The benchmark experiments run on an AMD Ryzen workstation, 16 GB RAM, an NVIDIA RTX 2080 GPU, and Windows-based simulation software."
SBV2-ALL92-G004-CONTRA,4,"Each experiment’s data is organized within a dedicated directory in the abovementioned dedicated data repository, semantically named after the used network, algorithm, and seed value.","The benchmark experiments run on an AMD Ryzen workstation, 16 GB RAM, an NVIDIA RTX 2080 GPU, and Windows-based simulation software."
SBV2-ALL92-G004-CONTRA,5,"Each of these folders includes a exp_config.json file, which stores all the parameterizations used in that particular experiment.","The benchmark experiments run on an AMD Ryzen workstation, 16 GB RAM, an NVIDIA RTX 2080 GPU, and Windows-based simulation software."
SBV2-ALL92-G004-CONTRA,6,We refer the interested reader to these configuration,"The benchmark experiments run on an AMD Ryzen workstation, 16 GB RAM, an NVIDIA RTX 2080 GPU, and Windows-based simulation software."
SBV2-ALL92-G004-CONTRA,7,reducing the inference cost from Tmono in Eq. 4 to: Tmod = Tenc + (N+1) · Tdit + N · Tsol.,"The benchmark experiments run on an AMD Ryzen workstation, 16 GB RAM, an NVIDIA RTX 2080 GPU, and Windows-based simulation software."
SBV2-ALL92-G004-CONTRA,8,(5) The saving of N ·Tenc is substantial because Tenc ≫Tdit (§V- C).,"The benchmark experiments run on an AMD Ryzen workstation, 16 GB RAM, an NVIDIA RTX 2080 GPU, and Windows-based simulation software."
SBV2-ALL92-G004-CONTRA,9,"The model operates in a normalized coordinate frame; output trajectories are denormalized to world coordinates before being published as ROS 2 trajectory messages, ready for direct consumption by downstream planning validation and vehicle control modules within the Autoware stack.","The benchmark experiments run on an AMD Ryzen workstation, 16 GB RAM, an NVIDIA RTX 2080 GPU, and Windows-based simulation software."
SBV2-ALL92-G004-CONTRA,10,ROS 2 Integration with Autoware The modular planner is,"The benchmark experiments run on an AMD Ryzen workstation, 16 GB RAM, an NVIDIA RTX 2080 GPU, and Windows-based simulation software."
SBV2-ALL92-G004-CONTRA,11,The experiments were run on 3 different computers.,"The benchmark experiments run on an AMD Ryzen workstation, 16 GB RAM, an NVIDIA RTX 2080 GPU, and Windows-based simulation software."
SBV2-ALL92-G004-CONTRA,12,"The first computer, which has no GPU and a Intel Xeon Gold 6240Y processor, was used to train IPPO and MAPPO on Wind Scenario I for 1 week of compute.","The benchmark experiments run on an AMD Ryzen workstation, 16 GB RAM, an NVIDIA RTX 2080 GPU, and Windows-based simulation software."
SBV2-ALL92-G004-CONTRA,13,"On the second computer, an internal cluster with a GPU Quadro RTX 6000 24Go, 2 week of compute was used to to train experiments of Wind Scenario II.","The benchmark experiments run on an AMD Ryzen workstation, 16 GB RAM, an NVIDIA RTX 2080 GPU, and Windows-based simulation software."
SBV2-ALL92-G004-CONTRA,14,"The last computer which has a Intel Xeon Gold 6240Y processor was used for training models during 3 days of compute on Wind Scenario I, and for evalu","The benchmark experiments run on an AMD Ryzen workstation, 16 GB RAM, an NVIDIA RTX 2080 GPU, and Windows-based simulation software."
SBV2-ALL92-G004-CONTRA,15,"this study, the physics-based SAM gFHR emulates the FHR plant Physical Asset.","The benchmark experiments run on an AMD Ryzen workstation, 16 GB RAM, an NVIDIA RTX 2080 GPU, and Windows-based simulation software."
SBV2-ALL92-G004-CONTRA,16,The first is a long-term simulation showcasing the framework’s scalability and maintenance scheduling.,"The benchmark experiments run on an AMD Ryzen workstation, 16 GB RAM, an NVIDIA RTX 2080 GPU, and Windows-based simulation software."
