candidate_id,group_id,silver_label,domain,claim_text,evidence_text,realism_risk_flag,risk_types,realism_risk_score_0_to_5,realism_score_suggested_1_to_5,reason,recommended_action
SBV2-ALL92-G032-C02,SBV2-ALL92-G032,mild_scope_overclaim,autonomous_driving,"DriveVLM-Dual combines DriveVLM with a traditional autonomous pipeline and achieves improved spatial reasoning, perception, and real-time planning capabilities.","We further introduce DriveVLM-Dual, a hybrid system that incorporates DriveVLM and a traditional autonomous pipeline, which achieves improved spatial reasoning and real-time planning capabilities.",medium,too_template_like|too_extreme,2,3,template_sim=0.79; extreme_words=proved,review
SBV2-ALL92-G032-C03,SBV2-ALL92-G032,strong_action_overclaim,autonomous_driving,"DriveVLM-Dual combines DriveVLM with a traditional autonomous pipeline and achieves improved spatial reasoning, real-time planning, and trajectory-control accuracy.","We further introduce DriveVLM-Dual, a hybrid system that incorporates DriveVLM and a traditional autonomous pipeline, which achieves improved spatial reasoning and real-time planning capabilities.",medium,too_template_like|too_extreme,2,3,template_sim=0.74; extreme_words=proved,review
SBV2-ALL92-G032-C04,SBV2-ALL92-G032,contradiction_candidate,autonomous_driving,DriveVLM-Dual separates DriveVLM from the traditional autonomous pipeline and reports weaker spatial reasoning and real-time planning capabilities in experiments.,"We further introduce DriveVLM-Dual, a hybrid system that incorporates DriveVLM and a traditional autonomous pipeline, which achieves improved spatial reasoning and real-time planning capabilities.",low,too_template_like,1,2,template_sim=0.67,keep
SBV2-ALL92-G033-C01,SBV2-ALL92-G033,supported,autonomous_driving,DriveVLM-Dual is proposed because VLMs have limitations in spatial reasoning and heavy computational requirements within the autonomous pipeline.,"Furthermore, recognizing the limitations of VLMs in spatial reasoning and heavy computational requirements, we propose DriveVLM-Dual, a hybrid system that synergizes the strengths of DriveVLM with the traditional autonomous driv- ing pipeline.",low,too_template_like,1,2,template_sim=0.81,keep
SBV2-ALL92-G033-C02,SBV2-ALL92-G033,mild_scope_overclaim,autonomous_driving,"DriveVLM-Dual is proposed because VLMs have limitations in spatial reasoning, latency control, and heavy computational requirements within the autonomous pipeline.","Furthermore, recognizing the limitations of VLMs in spatial reasoning and heavy computational requirements, we propose DriveVLM-Dual, a hybrid system that synergizes the strengths of DriveVLM with the traditional autonomous driv- ing pipeline.",low,too_template_like,1,2,template_sim=0.77,keep
SBV2-ALL92-G033-C03,SBV2-ALL92-G033,strong_action_overclaim,autonomous_driving,DriveVLM-Dual is proposed because VLMs have limitations in spatial reasoning and heavy computational requirements that the hybrid design removes.,"Furthermore, recognizing the limitations of VLMs in spatial reasoning and heavy computational requirements, we propose DriveVLM-Dual, a hybrid system that synergizes the strengths of DriveVLM with the traditional autonomous driv- ing pipeline.",low,too_template_like,1,2,template_sim=0.67,keep
SBV2-ALL92-G033-C04,SBV2-ALL92-G033,contradiction_candidate,autonomous_driving,DriveVLM-Dual is proposed because VLMs have strong spatial reasoning and light computational requirements within the autonomous pipeline in experiments.,"Furthermore, recognizing the limitations of VLMs in spatial reasoning and heavy computational requirements, we propose DriveVLM-Dual, a hybrid system that synergizes the strengths of DriveVLM with the traditional autonomous driv- ing pipeline.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.70; contra_mech=high_sim_to_supported=0.71,review
SBV2-ALL92-G034-C01,SBV2-ALL92-G034,supported,autonomous_driving,Bench2Drive implements state-of-the-art E2E-AD models and evaluates them to provide insights on current status and future research directions.,"We implement state-of-the-art E2E-AD models and evaluate them in Bench2Drive, providing insights regarding current status and future directions.",medium,too_template_like|too_extreme,2,3,template_sim=0.80; extreme_words=state-of-the-art,review
SBV2-ALL92-G034-C02,SBV2-ALL92-G034,mild_scope_overclaim,autonomous_driving,"Bench2Drive implements state-of-the-art E2E-AD models and evaluates them to provide insights on current status, failures, and future directions.","We implement state-of-the-art E2E-AD models and evaluate them in Bench2Drive, providing insights regarding current status and future directions.",medium,too_template_like|too_extreme|mild_strong_boundary_unclear,3,4,template_sim=0.78; extreme_words=state-of-the-art; boundary=high_mild_strong_sim=0.76,prioritize_gold_realism
SBV2-ALL92-G034-C03,SBV2-ALL92-G034,strong_action_overclaim,autonomous_driving,Bench2Drive implements state-of-the-art E2E-AD models and evaluates them to provide definitive conclusions on current status and future directions.,"We implement state-of-the-art E2E-AD models and evaluate them in Bench2Drive, providing insights regarding current status and future directions.",medium,too_template_like|too_extreme|mild_strong_boundary_unclear,3,4,"template_sim=0.75; extreme_words=definitive,state-of-the-art; boundary=high_mild_strong_sim=0.76",prioritize_gold_realism
SBV2-ALL92-G034-C04,SBV2-ALL92-G034,contradiction_candidate,autonomous_driving,Bench2Drive implements rule-based baselines and avoids evaluating state-of-the-art E2E-AD models for current status and future research directions analysis.,"We implement state-of-the-art E2E-AD models and evaluate them in Bench2Drive, providing insights regarding current status and future directions.",medium,too_template_like|too_extreme,2,3,template_sim=0.63; extreme_words=state-of-the-art,review
SBV2-ALL92-G035-C01,SBV2-ALL92-G035,supported,autonomous_driving,"The example describes three test runs with 90% route completion and red-light counts of 0, 1, and 2.","For instance, consider three test runs where each achieves 90% route completion, but the number of red lights run differs: 0, 1, and 2.",low,too_template_like,1,2,template_sim=1.00,keep
SBV2-ALL92-G035-C02,SBV2-ALL92-G035,mild_scope_overclaim,autonomous_driving,"The example describes three test runs with 90% route completion and red-light counts of 0, 1, and 3.","For instance, consider three test runs where each achieves 90% route completion, but the number of red lights run differs: 0, 1, and 2.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=1.00; boundary=high_mild_strong_sim=1.00,review
SBV2-ALL92-G035-C03,SBV2-ALL92-G035,strong_action_overclaim,autonomous_driving,"The example describes three test runs with 90% route completion and red-light counts of 0, 3, and 6.","For instance, consider three test runs where each achieves 90% route completion, but the number of red lights run differs: 0, 1, and 2.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=1.00; boundary=high_mild_strong_sim=1.00,review
SBV2-ALL92-G035-C04,SBV2-ALL92-G035,contradiction_candidate,autonomous_driving,"The example describes three test runs with 70% route completion and red-light counts of 2, 1, and 0.","For instance, consider three test runs where each achieves 90% route completion, but the number of red lights run differs: 0, 1, and 2.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=1.00; contra_mech=high_sim_to_supported=1.00,review
SBV2-ALL92-G036-C01,SBV2-ALL92-G036,supported,autonomous_driving,Bench2Drive describes missing official training data as a reason that method comparisons operate at system level rather than algorithm level.,"As widely discussed in the community [42, 43], the lack of an official training set makes the comparisons of different methods in the system-level instead of the algorithm-level.Bench2Drive deal with these shortcomings by offering a large-scale, annotation-rich official training dataset alongside a multi-ability evaluation set.",low,too_template_like,1,2,template_sim=0.72,keep
SBV2-ALL92-G036-C02,SBV2-ALL92-G036,mild_scope_overclaim,autonomous_driving,"Bench2Drive describes missing official training data as a reason that method comparisons operate at system level, algorithm level, and route level.","As widely discussed in the community [42, 43], the lack of an official training set makes the comparisons of different methods in the system-level instead of the algorithm-level.Bench2Drive deal with these shortcomings by offering a large-scale, annotation-rich official training dataset alongside a multi-ability evaluation set.",low,too_template_like,1,2,template_sim=0.69,keep
SBV2-ALL92-G036-C03,SBV2-ALL92-G036,strong_action_overclaim,autonomous_driving,Bench2Drive describes missing official training data as a problem that its official dataset resolves for system-level and algorithm-level comparisons.,"As widely discussed in the community [42, 43], the lack of an official training set makes the comparisons of different methods in the system-level instead of the algorithm-level.Bench2Drive deal with these shortcomings by offering a large-scale, annotation-rich official training dataset alongside a multi-ability evaluation set.",low,too_extreme,1,2,"extreme_words=solve,solves",keep
SBV2-ALL92-G036-C04,SBV2-ALL92-G036,contradiction_candidate,autonomous_driving,"Bench2Drive describes official training data as already available, making method comparisons operate at algorithm level rather than system level.","As widely discussed in the community [42, 43], the lack of an official training set makes the comparisons of different methods in the system-level instead of the algorithm-level.Bench2Drive deal with these shortcomings by offering a large-scale, annotation-rich official training dataset alongside a multi-ability evaluation set.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.64; contra_mech=high_sim_to_supported=0.72,review
SBV2-ALL92-G037-C01,SBV2-ALL92-G037,supported,autonomous_driving,The NAVSIM experiments evaluate on the navmini split because closed-loop simulation has heavy computational requirements for repeated evaluation in this study.,"Due to the heavy computational requirements of closed-loop simulation, we evaluate on the navmini split.",low,too_template_like,1,2,template_sim=0.80,keep
SBV2-ALL92-G037-C02,SBV2-ALL92-G037,mild_scope_overclaim,autonomous_driving,The NAVSIM experiments evaluate on the navmini split because closed-loop simulation has heavy computational requirements for repeated evaluation and ablation analysis.,"Due to the heavy computational requirements of closed-loop simulation, we evaluate on the navmini split.",low,too_template_like,1,2,template_sim=0.76,keep
SBV2-ALL92-G037-C03,SBV2-ALL92-G037,strong_action_overclaim,autonomous_driving,The NAVSIM experiments evaluate on the navmini split because closed-loop simulation has heavy computational requirements and navmini contains the main benchmark suite.,"Due to the heavy computational requirements of closed-loop simulation, we evaluate on the navmini split.",low,too_template_like,1,2,template_sim=0.68,keep
SBV2-ALL92-G037-C04,SBV2-ALL92-G037,contradiction_candidate,autonomous_driving,The NAVSIM experiments evaluate on the navtest split because closed-loop simulation has light computational requirements for repeated evaluation in this study.,"Due to the heavy computational requirements of closed-loop simulation, we evaluate on the navmini split.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.72; contra_mech=high_sim_to_supported=0.76,review
SBV2-ALL92-G038-C01,SBV2-ALL92-G038,supported,autonomous_driving,NAVSIM reports challenging evaluation scenarios where the constant-velocity agent scores 22% and the human expert scores 95% in testing.,"The resulting scenarios are challenging, which is underlined by the score of the constant velocity agent dropping to 22%, whereas the human expert achieves a score of 95%.",low,too_template_like,1,2,template_sim=1.00,keep
