candidate_id,oracle_span_clean,oracle_with_metadata,oracle_lengthened
SBV2-ALL92-G019-C01,"Implementation Details We consistently employ LLaVA-Interleave as the base VLM model [50], and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4.","[RANK=1][PDF=AD-007][PAGE=6] Implementation Details We consistently employ LLaVA-Interleave as the base VLM model [50], and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4.","Implementation Details We consistently employ LLaVA-Interleave as the base VLM model [50], and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4. modalities under corruption scenarios and thereby enhancing robustness in extreme environments. 5. Implementation Details We consistently employ LLaVA-Interleave as the base VLM model , and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4."
SBV2-ALL92-G019-C02,"Implementation Details We consistently employ LLaVA-Interleave as the base VLM model [50], and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4.","[RANK=1][PDF=AD-007][PAGE=6] Implementation Details We consistently employ LLaVA-Interleave as the base VLM model [50], and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4.","Implementation Details We consistently employ LLaVA-Interleave as the base VLM model [50], and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4. modalities under corruption scenarios and thereby enhancing robustness in extreme environments. 5. Implementation Details We consistently employ LLaVA-Interleave as the base VLM model , and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4."
SBV2-ALL92-G019-C03,"Implementation Details We consistently employ LLaVA-Interleave as the base VLM model [50], and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4.","[RANK=1][PDF=AD-007][PAGE=6] Implementation Details We consistently employ LLaVA-Interleave as the base VLM model [50], and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4.","Implementation Details We consistently employ LLaVA-Interleave as the base VLM model [50], and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4. modalities under corruption scenarios and thereby enhancing robustness in extreme environments. 5. Implementation Details We consistently employ LLaVA-Interleave as the base VLM model , and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4."
SBV2-ALL92-G019-C04,"Implementation Details We consistently employ LLaVA-Interleave as the base VLM model [50], and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4.","[RANK=1][PDF=AD-007][PAGE=6] Implementation Details We consistently employ LLaVA-Interleave as the base VLM model [50], and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4.","Implementation Details We consistently employ LLaVA-Interleave as the base VLM model [50], and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4. modalities under corruption scenarios and thereby enhancing robustness in extreme environments. 5. Implementation Details We consistently employ LLaVA-Interleave as the base VLM model , and then fine-tuning it for two epochs on the nuScenes dataset with the learning rate of 2e-4."
SBV2-ALL92-G020-C01,"In particular, RoboDriveVLM-TTA achieves the best overall performance in AvgL2-Prompt (0.474), AvgCol-Prompt (0.22), and maintains relatively low MCL2/MCC values even under prompt corruption.","[RANK=1][PDF=AD-007][PAGE=6] In particular, RoboDriveVLM-TTA achieves the best overall performance in AvgL2-Prompt (0.474), AvgCol-Prompt (0.22), and maintains relatively low MCL2/MCC values even under prompt corruption.","In particular, RoboDriveVLM-TTA achieves the best overall performance in AvgL2-Prompt (0.474), AvgCol-Prompt (0.22), and maintains relatively low MCL2/MCC values even under prompt corruption. metrics, indicating superior robustness and safety. While non-language-driven methods such as UniAD and VAD demonstrate strong sensor-based L2 robustness, they exhibit poor performance in safety-related metrics like Avg- Col and mCC."
SBV2-ALL92-G020-C02,"In particular, RoboDriveVLM-TTA achieves the best overall performance in AvgL2-Prompt (0.474), AvgCol-Prompt (0.22), and maintains relatively low MCL2/MCC values even under prompt corruption.","[RANK=1][PDF=AD-007][PAGE=6] In particular, RoboDriveVLM-TTA achieves the best overall performance in AvgL2-Prompt (0.474), AvgCol-Prompt (0.22), and maintains relatively low MCL2/MCC values even under prompt corruption.","In particular, RoboDriveVLM-TTA achieves the best overall performance in AvgL2-Prompt (0.474), AvgCol-Prompt (0.22), and maintains relatively low MCL2/MCC values even under prompt corruption. metrics, indicating superior robustness and safety. While non-language-driven methods such as UniAD and VAD demonstrate strong sensor-based L2 robustness, they exhibit poor performance in safety-related metrics like Avg- Col and mCC."
SBV2-ALL92-G020-C03,"In particular, RoboDriveVLM-TTA achieves the best overall performance in AvgL2-Prompt (0.474), AvgCol-Prompt (0.22), and maintains relatively low MCL2/MCC values even under prompt corruption.","[RANK=1][PDF=AD-007][PAGE=7] In particular, RoboDriveVLM-TTA achieves the best overall performance in AvgL2-Prompt (0.474), AvgCol-Prompt (0.22), and maintains relatively low MCL2/MCC values even under prompt corruption.","In particular, RoboDriveVLM-TTA achieves the best overall performance in AvgL2-Prompt (0.474), AvgCol-Prompt (0.22), and maintains relatively low MCL2/MCC values even under prompt corruption."
SBV2-ALL92-G020-C04,"In particular, RoboDriveVLM-TTA achieves the best overall performance in AvgL2-Prompt (0.474), AvgCol-Prompt (0.22), and maintains relatively low MCL2/MCC values even under prompt corruption.","[RANK=1][PDF=AD-007][PAGE=6] In particular, RoboDriveVLM-TTA achieves the best overall performance in AvgL2-Prompt (0.474), AvgCol-Prompt (0.22), and maintains relatively low MCL2/MCC values even under prompt corruption.","In particular, RoboDriveVLM-TTA achieves the best overall performance in AvgL2-Prompt (0.474), AvgCol-Prompt (0.22), and maintains relatively low MCL2/MCC values even under prompt corruption. reasoning method through multi-turn dialogues to first generate scene descriptions and identify critical objects before ultimately predicting the trajectory. In contrast, OpenEMMA takes a 5-second history of vehicle speed and curvature along with a single current front-view image as input, using a similar chain-of-thought process to analyze the scene, detect important objects, and infer driving intentions, but differs in outputting predicted future speed and curvature values that are then math"
SBV2-ALL92-G021-C01,"Through extensive experi- ments, our work highlights the limitations of current VLM- based end-to-end autonomous driving systems and provides a more reliable solution for real-world deployment.","[RANK=1][PDF=AD-007][PAGE=6] Through extensive experi- ments, our work highlights the limitations of current VLM- based end-to-end autonomous driving systems and provides a more reliable solution for real-world deployment.","Through extensive experi- ments, our work highlights the limitations of current VLM- based end-to-end autonomous driving systems and provides a more reliable solution for real-world deployment. column denotes VLM-based models that accept language-based inputs. ”RoboDriveVLM∗” represents camera-only variant. 5.2. Implementation of Compared Models In our main experiments, we compare seven different autonomous driving systems, including UniAD , VAD , DriveVLM , OpenEMMA , RoboDriveVLM-only camera, RoboDriveVLM, and RoboDriveVLM-TTA."
SBV2-ALL92-G021-C02,"Through extensive experi- ments, our work highlights the limitations of current VLM- based end-to-end autonomous driving systems and provides a more reliable solution for real-world deployment.","[RANK=1][PDF=AD-007][PAGE=6] Through extensive experi- ments, our work highlights the limitations of current VLM- based end-to-end autonomous driving systems and provides a more reliable solution for real-world deployment.","Through extensive experi- ments, our work highlights the limitations of current VLM- based end-to-end autonomous driving systems and provides a more reliable solution for real-world deployment. column denotes VLM-based models that accept language-based inputs. ”RoboDriveVLM∗” represents camera-only variant. 5.2. Implementation of Compared Models In our main experiments, we compare seven different autonomous driving systems, including UniAD , VAD , DriveVLM , OpenEMMA , RoboDriveVLM-only camera, RoboDriveVLM, and RoboDriveVLM-TTA."
SBV2-ALL92-G021-C03,"Through extensive experi- ments, our work highlights the limitations of current VLM- based end-to-end autonomous driving systems and provides a more reliable solution for real-world deployment.","[RANK=1][PDF=AD-007][PAGE=6] Through extensive experi- ments, our work highlights the limitations of current VLM- based end-to-end autonomous driving systems and provides a more reliable solution for real-world deployment.","Through extensive experi- ments, our work highlights the limitations of current VLM- based end-to-end autonomous driving systems and provides a more reliable solution for real-world deployment. column denotes VLM-based models that accept language-based inputs. ”RoboDriveVLM∗” represents camera-only variant. 5.2. Implementation of Compared Models In our main experiments, we compare seven different autonomous driving systems, including UniAD , VAD , DriveVLM , OpenEMMA , RoboDriveVLM-only camera, RoboDriveVLM, and RoboDriveVLM-TTA."
SBV2-ALL92-G021-C04,"Through extensive experi- ments, our work highlights the limitations of current VLM- based end-to-end autonomous driving systems and provides a more reliable solution for real-world deployment.","[RANK=1][PDF=AD-007][PAGE=6] Through extensive experi- ments, our work highlights the limitations of current VLM- based end-to-end autonomous driving systems and provides a more reliable solution for real-world deployment.","Through extensive experi- ments, our work highlights the limitations of current VLM- based end-to-end autonomous driving systems and provides a more reliable solution for real-world deployment. column denotes VLM-based models that accept language-based inputs. ”RoboDriveVLM∗” represents camera-only variant. 5.2. Implementation of Compared Models In our main experiments, we compare seven different autonomous driving systems, including UniAD , VAD , DriveVLM , OpenEMMA , RoboDriveVLM-only camera, RoboDriveVLM, and RoboDriveVLM-TTA."
